1641376800,1641358300,1641395312,290.86,287.67,291.79,285.53,285.35,292.57,289.86,286.69,290.91,284.55,1023,45,800,Clear,sky is clear,2.55,12,3.31,0,0
1641463200,1641444707,1641481757,291.5,288.82,291.56,285.64,285.43,292.91,290.49,287.88,290.4,284.8,1019,42,803,Clouds,broken clouds,2.66,47,3.81,71,0
1641549600,1641531113,1641568203,290.75,288.27,292.24,286.26,286.15,293.23,289.66,286.91,290.99,285.48,1018,42,800,Clear,sky is clear,2.6,305,3.21,0,0
1641636000,1641617517,1641654650,292.34,291.61,294.29,287.07,287.07,295.91,290.97,290.14,292.98,285.59,1017,25,800,Clear,sky is clear,3.6,174,5.2,1,0
1641722400,1641703919,1641741097,290.29,286.62,290.52,288.61,286.62,291.93,289.16,284.86,289.12,286.86,1014,42,804,Clouds,overcast clouds,6.76,239,9.33,100,0
1641808800,1641790320,1641827546,288.36,286.43,289.44,284.06,284.06,290.65,286.77,284.83,287.96,282.28,1016,32,800,Clear,sky is clear,6.58,208,9.73,0,0
1641895200,1641876719,1641913994,288.85,288.01,290.4,284.39,284.39,291.24,287.34,286.39,288.89,282.74,1016,33,803,Clouds,broken clouds,6.01,190,8.05,74,0
