Currancy,Date,Rate
KRW,"December 31, 2006",0.881772
KRW,"December 31, 2007",0.935147
KRW,"December 31, 2008",0.944173
KRW,"December 31, 2009",0.880059
KRW,"December 31, 2010",0.970701
KRW,"December 31, 2011",1.011464
KRW,"December 31, 2012",1.00023
KRW,"December 31, 2013",0.971164
KRW,"December 31, 2014",0.905912
KRW,"December 31, 2015",0.782992
KRW,"December 31, 2016",0.755107
KRW,"December 31, 2017",0.771282
KRW,"December 31, 2018",0.771588
KRW,"December 31, 2019",0.753598
KRW,"December 31, 2020",0.74652
KRW,"December 31, 2021",0.797833
KRW,"June 6, 2022",0.787812
KWD,"December 31, 1990",0.857188
KWD,"December 31, 1991",0.872637
KWD,"December 31, 1992",0.828136
KWD,"December 31, 1993",0.775451
KWD,"December 31, 1994",0.732021
KWD,"December 31, 1995",0.728802
KWD,"December 31, 1996",0.733274
KWD,"December 31, 1997",0.722222
KWD,"December 31, 1998",0.674779
KWD,"December 31, 1999",0.673156
KWD,"December 31, 2000",0.673519
KWD,"December 31, 2001",0.646223
KWD,"December 31, 2002",0.636723
KWD,"December 31, 2003",0.718459
KWD,"December 31, 2004",0.770234
KWD,"December 31, 2005",0.826569
KWD,"December 31, 2006",0.881772
KWD,"December 31, 2007",0.935147
KWD,"December 31, 2008",0.944173
KWD,"December 31, 2009",0.880059
KWD,"December 31, 2010",0.970701
KWD,"December 31, 2011",1.011464
KWD,"December 31, 2012",1.00023
KWD,"December 31, 2013",0.971164
KWD,"December 31, 2014",0.905912
KWD,"December 31, 2015",0.782992
KWD,"December 31, 2016",0.755107
KWD,"December 31, 2017",0.771282
KWD,"December 31, 2018",0.771588
KWD,"December 31, 2019",0.753598
KWD,"December 31, 2020",0.74652
KWD,"December 31, 2021",0.797833
KWD,"June 6, 2022",0.787812
LKR,"December 31, 1990",0.857188
LKR,"December 31, 1991",0.872637
LKR,"December 31, 1992",0.828136
LKR,"December 31, 1993",0.775451
LKR,"December 31, 1994",0.732021
LKR,"December 31, 1995",0.728802
LKR,"December 31, 1996",0.733274
LKR,"December 31, 1997",0.722222
LKR,"December 31, 1998",0.674779
LKR,"December 31, 1999",0.673156
LKR,"December 31, 2000",0.673519
LKR,"December 31, 2001",0.646223
LKR,"December 31, 2002",0.636723
LKR,"December 31, 2003",0.718459
LKR,"December 31, 2004",0.770234
LKR,"December 31, 2005",0.826569
LKR,"December 31, 2006",0.881772
LKR,"December 31, 2007",0.935147
LKR,"December 31, 2008",0.944173
LKR,"December 31, 2009",0.880059
LKR,"December 31, 2010",0.970701
LKR,"December 31, 2011",1.011464
LKR,"December 31, 2012",1.00023
LKR,"December 31, 2013",0.971164
LKR,"December 31, 2014",0.905912
LKR,"December 31, 2015",0.782992
LKR,"December 31, 2016",0.755107
LKR,"December 31, 2017",0.771282
LKR,"December 31, 2018",0.771588
LKR,"December 31, 2019",0.753598
LKR,"December 31, 2020",0.74652
LKR,"December 31, 2021",0.797833
LKR,"June 6, 2022",0.787812
MAD,"December 31, 1990",0.857188
MAD,"December 31, 1991",0.872637
MAD,"December 31, 1992",0.828136
MAD,"December 31, 1993",0.775451
MAD,"December 31, 1994",0.732021
MAD,"December 31, 1995",0.728802
MAD,"December 31, 1996",0.733274
MAD,"December 31, 1997",0.722222
MAD,"December 31, 1998",0.674779
MAD,"December 31, 1999",0.673156
MAD,"December 31, 2000",0.673519
MAD,"December 31, 2001",0.646223
MAD,"December 31, 2002",0.636723
MAD,"December 31, 2003",0.718459
MAD,"December 31, 2004",0.770234
MAD,"December 31, 2005",0.826569
MAD,"December 31, 2006",0.881772
MAD,"December 31, 2007",0.935147
MAD,"December 31, 2008",0.944173
MAD,"December 31, 2009",0.880059
MAD,"December 31, 2010",0.970701
MAD,"December 31, 2011",1.011464
MAD,"December 31, 2012",1.00023
MAD,"December 31, 2013",0.971164
MAD,"December 31, 2014",0.905912
MAD,"December 31, 2015",0.782992
MAD,"December 31, 2016",0.755107
MAD,"December 31, 2017",0.771282
MAD,"December 31, 2018",0.771588
MAD,"December 31, 2019",0.753598
MAD,"December 31, 2020",0.74652
MAD,"December 31, 2021",0.797833
MAD,"June 6, 2022",0.787812
MGA,"December 31, 1990",0.857188
MGA,"December 31, 1991",0.872637
MGA,"December 31, 1992",0.828136
MGA,"December 31, 1993",0.775451
MGA,"December 31, 1994",0.732021
MGA,"December 31, 1995",0.728802
MGA,"December 31, 1996",0.733274
MGA,"December 31, 1997",0.722222
MGA,"December 31, 1998",0.674779
MGA,"December 31, 1999",0.673156
MGA,"December 31, 2000",0.673519
MGA,"December 31, 2001",0.646223
MGA,"December 31, 2002",0.636723
MGA,"December 31, 2003",0.718459
MGA,"December 31, 2004",0.770234
MGA,"December 31, 2005",0.826569
MGA,"December 31, 2006",0.881772
MGA,"December 31, 2007",0.935147
MGA,"December 31, 2008",0.944173
MGA,"December 31, 2009",0.880059
MGA,"December 31, 2010",0.970701
MGA,"December 31, 2011",1.011464
MGA,"December 31, 2012",1.00023
MGA,"December 31, 2013",0.971164
MGA,"December 31, 2014",0.905912
MGA,"December 31, 2015",0.782992
MGA,"December 31, 2016",0.755107
MGA,"December 31, 2017",0.771282
MGA,"December 31, 2018",0.771588
MGA,"December 31, 2019",0.753598
MGA,"December 31, 2020",0.74652
MGA,"December 31, 2021",0.797833
MGA,"June 6, 2022",0.787812
MXN,"December 31, 1990",0.857188
MXN,"December 31, 1991",0.872637
MXN,"December 31, 1992",0.828136
MXN,"December 31, 1993",0.775451
MXN,"December 31, 1994",0.732021
MXN,"December 31, 1995",0.728802
MXN,"December 31, 1996",0.733274
MXN,"December 31, 1997",0.722222
MXN,"December 31, 1998",0.674779
MXN,"December 31, 1999",0.673156
MXN,"December 31, 2000",0.673519
MXN,"December 31, 2001",0.646223
MXN,"December 31, 2002",0.636723
MXN,"December 31, 2003",0.718459
MXN,"December 31, 2004",0.770234
MXN,"December 31, 2005",0.826569
MXN,"December 31, 2006",0.881772
MXN,"December 31, 2007",0.935147
MXN,"December 31, 2008",0.944173
MXN,"December 31, 2009",0.880059
MXN,"December 31, 2010",0.970701
MXN,"December 31, 2011",1.011464
MXN,"December 31, 2012",1.00023
MXN,"December 31, 2013",0.971164
MXN,"December 31, 2014",0.905912
MXN,"December 31, 2015",0.782992
MXN,"December 31, 2016",0.755107
MXN,"December 31, 2017",0.771282
MXN,"December 31, 2018",0.771588
MXN,"December 31, 2019",0.753598
MXN,"December 31, 2020",0.74652
MXN,"December 31, 2021",0.797833
MXN,"June 6, 2022",0.787812
MYR,"December 31, 1990",0.857188
MYR,"December 31, 1991",0.872637
MYR,"December 31, 1992",0.828136
MYR,"December 31, 1993",0.775451
MYR,"December 31, 1994",0.732021
MYR,"December 31, 1995",0.728802
MYR,"December 31, 1996",0.733274
MYR,"December 31, 1997",0.722222
MYR,"December 31, 1998",0.674779
MYR,"December 31, 1999",0.673156
MYR,"December 31, 2000",0.673519
MYR,"December 31, 2001",0.646223
MYR,"December 31, 2002",0.636723
MYR,"December 31, 2003",0.718459
MYR,"December 31, 2004",0.770234
MYR,"December 31, 2005",0.826569
MYR,"December 31, 2006",0.881772
MYR,"December 31, 2007",0.935147
MYR,"December 31, 2008",0.944173
MYR,"December 31, 2009",0.880059
MYR,"December 31, 2010",0.970701
MYR,"December 31, 2011",1.011464
MYR,"December 31, 2012",1.00023
MYR,"December 31, 2013",0.971164
MYR,"December 31, 2014",0.905912
MYR,"December 31, 2015",0.782992
MYR,"December 31, 2016",0.755107
MYR,"December 31, 2017",0.771282
MYR,"December 31, 2018",0.771588
MYR,"December 31, 2019",0.753598
MYR,"December 31, 2020",0.74652
MYR,"December 31, 2021",0.797833
MYR,"June 6, 2022",0.787812
NOK,"December 31, 1990",0.857188
NOK,"December 31, 1991",0.872637
NOK,"December 31, 1992",0.828136
NOK,"December 31, 1993",0.775451
NOK,"December 31, 1994",0.732021
NOK,"December 31, 1995",0.728802
NOK,"December 31, 1996",0.733274
NOK,"December 31, 1997",0.722222
NOK,"December 31, 1998",0.674779
NOK,"December 31, 1999",0.673156
NOK,"December 31, 2000",0.673519
NOK,"December 31, 2001",0.646223
NOK,"December 31, 2002",0.636723
NOK,"December 31, 2003",0.718459
NOK,"December 31, 2004",0.770234
NOK,"December 31, 2005",0.826569
NOK,"December 31, 2006",0.881772
NOK,"December 31, 2007",0.935147
NOK,"December 31, 2008",0.944173
NOK,"December 31, 2009",0.880059
NOK,"December 31, 2010",0.970701
NOK,"December 31, 2011",1.011464
NOK,"December 31, 2012",1.00023
NOK,"December 31, 2013",0.971164
NOK,"December 31, 2014",0.905912
NOK,"December 31, 2015",0.782992
NOK,"December 31, 2016",0.755107
NOK,"December 31, 2017",0.771282
NOK,"December 31, 2018",0.771588
NOK,"December 31, 2019",0.753598
NOK,"December 31, 2020",0.74652
NOK,"December 31, 2021",0.797833
NOK,"June 6, 2022",0.787812
NZD,"December 31, 1990",0.857188
NZD,"December 31, 1991",0.872637
NZD,"December 31, 1992",0.828136
NZD,"December 31, 1993",0.775451
NZD,"December 31, 1994",0.732021
NZD,"December 31, 1995",0.728802
NZD,"December 31, 1996",0.733274
NZD,"December 31, 1997",0.722222
NZD,"December 31, 1998",0.674779
NZD,"December 31, 1999",0.673156
NZD,"December 31, 2000",0.673519
NZD,"December 31, 2001",0.646223
NZD,"December 31, 2002",0.636723
NZD,"December 31, 2003",0.718459
NZD,"December 31, 2004",0.770234
NZD,"December 31, 2005",0.826569
NZD,"December 31, 2006",0.881772
NZD,"December 31, 2007",0.935147
NZD,"December 31, 2008",0.944173
NZD,"December 31, 2009",0.880059
NZD,"December 31, 2010",0.970701
NZD,"December 31, 2011",1.011464
NZD,"December 31, 2012",1.00023
NZD,"December 31, 2013",0.971164
NZD,"December 31, 2014",0.905912
NZD,"December 31, 2015",0.782992
NZD,"December 31, 2016",0.755107
NZD,"December 31, 2017",0.771282
NZD,"December 31, 2018",0.771588
NZD,"December 31, 2019",0.753598
NZD,"December 31, 2020",0.74652
NZD,"December 31, 2021",0.797833
NZD,"June 6, 2022",0.787812
OMR,"December 31, 1990",0.857188
OMR,"December 31, 1991",0.872637
OMR,"December 31, 1992",0.828136
OMR,"December 31, 1993",0.775451
OMR,"December 31, 1994",0.732021
OMR,"December 31, 1995",0.728802
OMR,"December 31, 1996",0.733274
OMR,"December 31, 1997",0.722222
OMR,"December 31, 1998",0.674779
OMR,"December 31, 1999",0.673156
OMR,"December 31, 2000",0.673519
OMR,"December 31, 2001",0.646223
OMR,"December 31, 2002",0.636723
OMR,"December 31, 2003",0.718459
OMR,"December 31, 2004",0.770234
OMR,"December 31, 2005",0.826569
OMR,"December 31, 2006",0.881772
OMR,"December 31, 2007",0.935147
OMR,"December 31, 2008",0.944173
OMR,"December 31, 2009",0.880059
OMR,"December 31, 2010",0.970701
OMR,"December 31, 2011",1.011464
OMR,"December 31, 2012",1.00023
OMR,"December 31, 2013",0.971164
OMR,"December 31, 2014",0.905912
OMR,"December 31, 2015",0.782992
OMR,"December 31, 2016",0.755107
OMR,"December 31, 2017",0.771282
OMR,"December 31, 2018",0.771588
OMR,"December 31, 2019",0.753598
OMR,"December 31, 2020",0.74652
OMR,"December 31, 2021",0.797833
OMR,"June 6, 2022",0.787812
PEN,"December 31, 1990",0.857188
PEN,"December 31, 1991",0.872637
PEN,"December 31, 1992",0.828136
PEN,"December 31, 1993",0.775451
PEN,"December 31, 1994",0.732021
PEN,"December 31, 1995",0.728802
PEN,"December 31, 1996",0.733274
PEN,"December 31, 1997",0.722222
PEN,"December 31, 1998",0.674779
PEN,"December 31, 1999",0.673156
PEN,"December 31, 2000",0.673519
PEN,"December 31, 2001",0.646223
PEN,"December 31, 2002",0.636723
PEN,"December 31, 2003",0.718459
PEN,"December 31, 2004",0.770234
PEN,"December 31, 2005",0.826569
PEN,"December 31, 2006",0.881772
PEN,"December 31, 2007",0.935147
PEN,"December 31, 2008",0.944173
PEN,"December 31, 2009",0.880059
PEN,"December 31, 2010",0.970701
PEN,"December 31, 2011",1.011464
PEN,"December 31, 2012",1.00023
PEN,"December 31, 2013",0.971164
PEN,"December 31, 2014",0.905912
PEN,"December 31, 2015",0.782992
PEN,"December 31, 2016",0.755107
PEN,"December 31, 2017",0.771282
PEN,"December 31, 2018",0.771588
PEN,"December 31, 2019",0.753598
PEN,"December 31, 2020",0.74652
PEN,"December 31, 2021",0.797833
PEN,"June 6, 2022",0.787812
PGK,"December 31, 1990",0.857188
PGK,"December 31, 1991",0.872637
PGK,"December 31, 1992",0.828136
PGK,"December 31, 1993",0.775451
PGK,"December 31, 1994",0.732021
PGK,"December 31, 1995",0.728802
PGK,"December 31, 1996",0.733274
PGK,"December 31, 1997",0.722222
PGK,"December 31, 1998",0.674779
PGK,"December 31, 1999",0.673156
PGK,"December 31, 2000",0.673519
PGK,"December 31, 2001",0.646223
PGK,"December 31, 2002",0.636723
PGK,"December 31, 2003",0.718459
PGK,"December 31, 2004",0.770234
PGK,"December 31, 2005",0.826569
PGK,"December 31, 2006",0.881772
PGK,"December 31, 2007",0.935147
PGK,"December 31, 2008",0.944173
PGK,"December 31, 2009",0.880059
PGK,"December 31, 2010",0.970701
PGK,"December 31, 2011",1.011464
PGK,"December 31, 2012",1.00023
PGK,"December 31, 2013",0.971164
PGK,"December 31, 2014",0.905912
PGK,"December 31, 2015",0.782992
PGK,"December 31, 2016",0.755107
PGK,"December 31, 2017",0.771282
PGK,"December 31, 2018",0.771588
PGK,"December 31, 2019",0.753598
PGK,"December 31, 2020",0.74652
PGK,"December 31, 2021",0.797833
PGK,"June 6, 2022",0.787812
PHP,"December 31, 1990",0.857188
PHP,"December 31, 1991",0.872637
PHP,"December 31, 1992",0.828136
PHP,"December 31, 1993",0.775451
PHP,"December 31, 1994",0.732021
PHP,"December 31, 1995",0.728802
PHP,"December 31, 1996",0.733274
PHP,"December 31, 1997",0.722222
PHP,"December 31, 1998",0.674779
PHP,"December 31, 1999",0.673156
PHP,"December 31, 2000",0.673519
PHP,"December 31, 2001",0.646223
PHP,"December 31, 2002",0.636723
PHP,"December 31, 2003",0.718459
PHP,"December 31, 2004",0.770234
PHP,"December 31, 2005",0.826569
PHP,"December 31, 2006",0.881772
PHP,"December 31, 2007",0.935147
PHP,"December 31, 2008",0.944173
PHP,"December 31, 2009",0.880059
PHP,"December 31, 2010",0.970701
PHP,"December 31, 2011",1.011464
PHP,"December 31, 2012",1.00023
PHP,"December 31, 2013",0.971164
PHP,"December 31, 2014",0.905912
PHP,"December 31, 2015",0.782992
PHP,"December 31, 2016",0.755107
PHP,"December 31, 2017",0.771282
PHP,"December 31, 2018",0.771588
PHP,"December 31, 2019",0.753598
PHP,"December 31, 2020",0.74652
PHP,"December 31, 2021",0.797833
PHP,"June 6, 2022",0.787812
PKR,"December 31, 1990",0.857188
PKR,"December 31, 1991",0.872637
PKR,"December 31, 1992",0.828136
PKR,"December 31, 1993",0.775451
PKR,"December 31, 1994",0.732021
PKR,"December 31, 1995",0.728802
PKR,"December 31, 1996",0.733274
PKR,"December 31, 1997",0.722222
PKR,"December 31, 1998",0.674779
PKR,"December 31, 1999",0.673156
PKR,"December 31, 2000",0.673519
PKR,"December 31, 2001",0.646223
PKR,"December 31, 2002",0.636723
PKR,"December 31, 2003",0.718459
PKR,"December 31, 2004",0.770234
PKR,"December 31, 2005",0.826569
PKR,"December 31, 2006",0.881772
PKR,"December 31, 2007",0.935147
PKR,"December 31, 2008",0.944173
PKR,"December 31, 2009",0.880059
PKR,"December 31, 2010",0.970701
PKR,"December 31, 2011",1.011464
PKR,"December 31, 2012",1.00023
PKR,"December 31, 2013",0.971164
PKR,"December 31, 2014",0.905912
PKR,"December 31, 2015",0.782992
PKR,"December 31, 2016",0.755107
PKR,"December 31, 2017",0.771282
PKR,"December 31, 2018",0.771588
PKR,"December 31, 2019",0.753598
PKR,"December 31, 2020",0.74652
PKR,"December 31, 2021",0.797833
PKR,"June 6, 2022",0.787812
PLN,"December 31, 1990",0.857188
PLN,"December 31, 1991",0.872637
PLN,"December 31, 1992",0.828136
PLN,"December 31, 1993",0.775451
PLN,"December 31, 1994",0.732021
PLN,"December 31, 1995",0.728802
PLN,"December 31, 1996",0.733274
PLN,"December 31, 1997",0.722222
PLN,"December 31, 1998",0.674779
PLN,"December 31, 1999",0.673156
PLN,"December 31, 2000",0.673519
PLN,"December 31, 2001",0.646223
PLN,"December 31, 2002",0.636723
PLN,"December 31, 2003",0.718459
PLN,"December 31, 2004",0.770234
PLN,"December 31, 2005",0.826569
PLN,"December 31, 2006",0.881772
PLN,"December 31, 2007",0.935147
PLN,"December 31, 2008",0.944173
PLN,"December 31, 2009",0.880059
PLN,"December 31, 2010",0.970701
PLN,"December 31, 2011",1.011464
PLN,"December 31, 2012",1.00023
PLN,"December 31, 2013",0.971164
PLN,"December 31, 2014",0.905912
PLN,"December 31, 2015",0.782992
PLN,"December 31, 2016",0.755107
PLN,"December 31, 2017",0.771282
PLN,"December 31, 2018",0.771588
PLN,"December 31, 2019",0.753598
PLN,"December 31, 2020",0.74652
PLN,"December 31, 2021",0.797833
PLN,"June 6, 2022",0.787812
SAR,"December 31, 1990",0.857188
SAR,"December 31, 1991",0.872637
SAR,"December 31, 1992",0.828136
SAR,"December 31, 1993",0.775451
SAR,"December 31, 1994",0.732021
SAR,"December 31, 1995",0.728802
SAR,"December 31, 1996",0.733274
SAR,"December 31, 1997",0.722222
SAR,"December 31, 1998",0.674779
SAR,"December 31, 1999",0.673156
SAR,"December 31, 2000",0.673519
SAR,"December 31, 2001",0.646223
SAR,"December 31, 2002",0.636723
SAR,"December 31, 2003",0.718459
SAR,"December 31, 2004",0.770234
SAR,"December 31, 2005",0.826569
SAR,"December 31, 2006",0.881772
SAR,"December 31, 2007",0.935147
SAR,"December 31, 2008",0.944173
SAR,"December 31, 2009",0.880059
SAR,"December 31, 2010",0.970701
SAR,"December 31, 2011",1.011464
SAR,"December 31, 2012",1.00023
SAR,"December 31, 2013",0.971164
SAR,"December 31, 2014",0.905912
SAR,"December 31, 2015",0.782992
SAR,"December 31, 2016",0.755107
SAR,"December 31, 2017",0.771282
SAR,"December 31, 2018",0.771588
SAR,"December 31, 2019",0.753598
SAR,"December 31, 2020",0.74652
SAR,"December 31, 2021",0.797833
SAR,"June 6, 2022",0.787812
SBD,"December 31, 1990",0.857188
SBD,"December 31, 1991",0.872637
SBD,"December 31, 1992",0.828136
SBD,"December 31, 1993",0.775451
SBD,"December 31, 1994",0.732021
SBD,"December 31, 1995",0.728802
SBD,"December 31, 1996",0.733274
SBD,"December 31, 1997",0.722222
SBD,"December 31, 1998",0.674779
SBD,"December 31, 1999",0.673156
SBD,"December 31, 2000",0.673519
SBD,"December 31, 2001",0.646223
SBD,"December 31, 2002",0.636723
SBD,"December 31, 2003",0.718459
SBD,"December 31, 2004",0.770234
SBD,"December 31, 2005",0.826569
SBD,"December 31, 2006",0.881772
SBD,"December 31, 2007",0.935147
SBD,"December 31, 2008",0.944173
SBD,"December 31, 2009",0.880059
SBD,"December 31, 2010",0.970701
SBD,"December 31, 2011",1.011464
SBD,"December 31, 2012",1.00023
SBD,"December 31, 2013",0.971164
SBD,"December 31, 2014",0.905912
SBD,"December 31, 2015",0.782992
SBD,"December 31, 2016",0.755107
SBD,"December 31, 2017",0.771282
SBD,"December 31, 2018",0.771588
SBD,"December 31, 2019",0.753598
SBD,"December 31, 2020",0.74652
SBD,"December 31, 2021",0.797833
SBD,"June 6, 2022",0.787812
SCR,"December 31, 1990",0.857188
SCR,"December 31, 1991",0.872637
SCR,"December 31, 1992",0.828136
SCR,"December 31, 1993",0.775451
SCR,"December 31, 1994",0.732021
SCR,"December 31, 1995",0.728802
SCR,"December 31, 1996",0.733274
SCR,"December 31, 1997",0.722222
SCR,"December 31, 1998",0.674779
SCR,"December 31, 1999",0.673156
SCR,"December 31, 2000",0.673519
SCR,"December 31, 2001",0.646223
SCR,"December 31, 2002",0.636723
SCR,"December 31, 2003",0.718459
SCR,"December 31, 2004",0.770234
SCR,"December 31, 2005",0.826569
SCR,"December 31, 2006",0.881772
SCR,"December 31, 2007",0.935147
SCR,"December 31, 2008",0.944173
SCR,"December 31, 2009",0.880059
SCR,"December 31, 2010",0.970701
SCR,"December 31, 2011",1.011464
SCR,"December 31, 2012",1.00023
SCR,"December 31, 2013",0.971164
SCR,"December 31, 2014",0.905912
SCR,"December 31, 2015",0.782992
SCR,"December 31, 2016",0.755107
SCR,"December 31, 2017",0.771282
SCR,"December 31, 2018",0.771588
SCR,"December 31, 2019",0.753598
SCR,"December 31, 2020",0.74652
SCR,"December 31, 2021",0.797833
SCR,"June 6, 2022",0.787812
SEK,"December 31, 1990",0.857188
SEK,"December 31, 1991",0.872637
SEK,"December 31, 1992",0.828136
SEK,"December 31, 1993",0.775451
SEK,"December 31, 1994",0.732021
SEK,"December 31, 1995",0.728802
SEK,"December 31, 1996",0.733274
SEK,"December 31, 1997",0.722222
SEK,"December 31, 1998",0.674779
SEK,"December 31, 1999",0.673156
SEK,"December 31, 2000",0.673519
SEK,"December 31, 2001",0.646223
SEK,"December 31, 2002",0.636723
SEK,"December 31, 2003",0.718459
SEK,"December 31, 2004",0.770234
SEK,"December 31, 2005",0.826569
SEK,"December 31, 2006",0.881772
SEK,"December 31, 2007",0.935147
SEK,"December 31, 2008",0.944173
SEK,"December 31, 2009",0.880059
SEK,"December 31, 2010",0.970701
SEK,"December 31, 2011",1.011464
SEK,"December 31, 2012",1.00023
SEK,"December 31, 2013",0.971164
SEK,"December 31, 2014",0.905912
SEK,"December 31, 2015",0.782992
SEK,"December 31, 2016",0.755107
SEK,"December 31, 2017",0.771282
SEK,"December 31, 2018",0.771588
SEK,"December 31, 2019",0.753598
SEK,"December 31, 2020",0.74652
SEK,"December 31, 2021",0.797833
SEK,"June 6, 2022",0.787812
SGD,"December 31, 1990",0.857188
SGD,"December 31, 1991",0.872637
SGD,"December 31, 1992",0.828136
SGD,"December 31, 1993",0.775451
SGD,"December 31, 1994",0.732021
SGD,"December 31, 1995",0.728802
SGD,"December 31, 1996",0.733274
SGD,"December 31, 1997",0.722222
SGD,"December 31, 1998",0.674779
SGD,"December 31, 1999",0.673156
SGD,"December 31, 2000",0.673519
SGD,"December 31, 2001",0.646223
SGD,"December 31, 2002",0.636723
SGD,"December 31, 2003",0.718459
SGD,"December 31, 2004",0.770234
SGD,"December 31, 2005",0.826569
SGD,"December 31, 2006",0.881772
SGD,"December 31, 2007",0.935147
SGD,"December 31, 2008",0.944173
SGD,"December 31, 2009",0.880059
SGD,"December 31, 2010",0.970701
SGD,"December 31, 2011",1.011464
SGD,"December 31, 2012",1.00023
SGD,"December 31, 2013",0.971164
SGD,"December 31, 2014",0.905912
SGD,"December 31, 2015",0.782992
SGD,"December 31, 2016",0.755107
SGD,"December 31, 2017",0.771282
SGD,"December 31, 2018",0.771588
SGD,"December 31, 2019",0.753598
SGD,"December 31, 2020",0.74652
SGD,"December 31, 2021",0.797833
SGD,"June 6, 2022",0.787812
THB,"December 31, 1990",0.857188
THB,"December 31, 1991",0.872637
THB,"December 31, 1992",0.828136
THB,"December 31, 1993",0.775451
THB,"December 31, 1994",0.732021
THB,"December 31, 1995",0.728802
THB,"December 31, 1996",0.733274
THB,"December 31, 1997",0.722222
THB,"December 31, 1998",0.674779
THB,"December 31, 1999",0.673156
THB,"December 31, 2000",0.673519
THB,"December 31, 2001",0.646223
THB,"December 31, 2002",0.636723
THB,"December 31, 2003",0.718459
THB,"December 31, 2004",0.770234
THB,"December 31, 2005",0.826569
THB,"December 31, 2006",0.881772
THB,"December 31, 2007",0.935147
THB,"December 31, 2008",0.944173
THB,"December 31, 2009",0.880059
THB,"December 31, 2010",0.970701
THB,"December 31, 2011",1.011464
THB,"December 31, 2012",1.00023
THB,"December 31, 2013",0.971164
THB,"December 31, 2014",0.905912
THB,"December 31, 2015",0.782992
THB,"December 31, 2016",0.755107
THB,"December 31, 2017",0.771282
THB,"December 31, 2018",0.771588
THB,"December 31, 2019",0.753598
THB,"December 31, 2020",0.74652
THB,"December 31, 2021",0.797833
THB,"June 6, 2022",0.787812
TOP,"December 31, 1990",0.857188
TOP,"December 31, 1991",0.872637
TOP,"December 31, 1992",0.828136
TOP,"December 31, 1993",0.775451
TOP,"December 31, 1994",0.732021
TOP,"December 31, 1995",0.728802
TOP,"December 31, 1996",0.733274
TOP,"December 31, 1997",0.722222
TOP,"December 31, 1998",0.674779
TOP,"December 31, 1999",0.673156
TOP,"December 31, 2000",0.673519
TOP,"December 31, 2001",0.646223
TOP,"December 31, 2002",0.636723
TOP,"December 31, 2003",0.718459
TOP,"December 31, 2004",0.770234
TOP,"December 31, 2005",0.826569
TOP,"December 31, 2006",0.881772
TOP,"December 31, 2007",0.935147
TOP,"December 31, 2008",0.944173
TOP,"December 31, 2009",0.880059
TOP,"December 31, 2010",0.970701
TOP,"December 31, 2011",1.011464
TOP,"December 31, 2012",1.00023
TOP,"December 31, 2013",0.971164
TOP,"December 31, 2014",0.905912
TOP,"December 31, 2015",0.782992
TOP,"December 31, 2016",0.755107
TOP,"December 31, 2017",0.771282
TOP,"December 31, 2018",0.771588
TOP,"December 31, 2019",0.753598
TOP,"December 31, 2020",0.74652
TOP,"December 31, 2021",0.797833
TOP,"June 6, 2022",0.787812
TRY,"December 31, 1990",0.857188
TRY,"December 31, 1991",0.872637
TRY,"December 31, 1992",0.828136
TRY,"December 31, 1993",0.775451
TRY,"December 31, 1994",0.732021
TRY,"December 31, 1995",0.728802
TRY,"December 31, 1996",0.733274
TRY,"December 31, 1997",0.722222
TRY,"December 31, 1998",0.674779
TRY,"December 31, 1999",0.673156
TRY,"December 31, 2000",0.673519
TRY,"December 31, 2001",0.646223
TRY,"December 31, 2002",0.636723
TRY,"December 31, 2003",0.718459
TRY,"December 31, 2004",0.770234
TRY,"December 31, 2005",0.826569
TRY,"December 31, 2006",0.881772
TRY,"December 31, 2007",0.935147
TRY,"December 31, 2008",0.944173
TRY,"December 31, 2009",0.880059
TRY,"December 31, 2010",0.970701
TRY,"December 31, 2011",1.011464
TRY,"December 31, 2012",1.00023
TRY,"December 31, 2013",0.971164
TRY,"December 31, 2014",0.905912
TRY,"December 31, 2015",0.782992
TRY,"December 31, 2016",0.755107
TRY,"December 31, 2017",0.771282
TRY,"December 31, 2018",0.771588
TRY,"December 31, 2019",0.753598
TRY,"December 31, 2020",0.74652
TRY,"December 31, 2021",0.797833
TRY,"June 6, 2022",0.787812
TWD,"December 31, 1990",0.857188
TWD,"December 31, 1991",0.872637
TWD,"December 31, 1992",0.828136
TWD,"December 31, 1993",0.775451
TWD,"December 31, 1994",0.732021
TWD,"December 31, 1995",0.728802
TWD,"December 31, 1996",0.733274
TWD,"December 31, 1997",0.722222
TWD,"December 31, 1998",0.674779
TWD,"December 31, 1999",0.673156
TWD,"December 31, 2000",0.673519
TWD,"December 31, 2001",0.646223
TWD,"December 31, 2002",0.636723
TWD,"December 31, 2003",0.718459
TWD,"December 31, 2004",0.770234
TWD,"December 31, 2005",0.826569
TWD,"December 31, 2006",0.881772
TWD,"December 31, 2007",0.935147
TWD,"December 31, 2008",0.944173
TWD,"December 31, 2009",0.880059
TWD,"December 31, 2010",0.970701
TWD,"December 31, 2011",1.011464
TWD,"December 31, 2012",1.00023
TWD,"December 31, 2013",0.971164
TWD,"December 31, 2014",0.905912
TWD,"December 31, 2015",0.782992
TWD,"December 31, 2016",0.755107
TWD,"December 31, 2017",0.771282
TWD,"December 31, 2018",0.771588
TWD,"December 31, 2019",0.753598
TWD,"December 31, 2020",0.74652
TWD,"December 31, 2021",0.797833
TWD,"June 6, 2022",0.787812
TZS,"December 31, 1990",0.857188
TZS,"December 31, 1991",0.872637
